track,valence_tags,arousal_tags,dominance_tags,genre
Projekt Nihil,0.8420588235294119,1.8889705882352936,1.060294117647059,black noise
Shallow Then Halo,0.845,0.6042045454545455,0.7548863636363637,shoegaze
Children Of The Night,0.845,1.5325,0.8725,horror punk
Laurelei,0.8456410256410256,0.7003418803418803,0.9153846153846154,rock
Saltarno,0.855049504950495,0.6884158415841585,0.775940594059406,neoclassical darkwave
You Are My Sunshine,0.8576119402985075,1.555373134328358,0.8855223880597016,folk
Lovesick Teenagers,0.86,0.5416666666666666,0.925,indie
Dreaming of an Anthill (Teeming),0.862686567164179,1.4132835820895522,0.992089552238806,avant-garde
Seekers Who Are Lovers,0.8648275862068965,0.5189655172413793,0.8255172413793104,dream pop
Other Side Of The Sky,0.8650793650793651,0.7071428571428571,0.8658730158730158,progressive rock
Cico Buff,0.8651327433628317,0.5637168141592921,0.7224778761061947,alternative
Voodoo Idol,0.8743137254901961,0.9201960784313724,1.3866666666666667,psychobilly
Gush Forth My Tears,0.8745454545454544,1.1445454545454543,1.13,medieval
Horror Hotel,0.8762962962962964,1.5892592592592591,0.9048148148148148,horror punk
Cruella De Vil,0.8799999999999999,2.1565217391304348,1.4295652173913045,pop
Banjo-Kazooie Malevolent Mansion OC ReMix,0.8800000000000001,1.2,0.8960000000000001,halloween
Vampires Don't Exist,0.8894736842105262,1.613157894736842,0.9184210526315792,horror punk
This Kind Of Lonely,0.89,1.4566666666666668,1.11,rock
Monster Mash,0.8925,0.98925,0.8104166666666667,halloween
White Nights,0.8933333333333333,1.8833333333333333,1.4666666666666668,experimental
Worms,0.8967857142857143,0.6771428571428572,0.7542857142857143,halloween
Kingdom of Heaven,0.911304347826087,0.6956521739130435,0.5530434782608696,psychedelic rock
Stratified Society,0.9166666666666666,1.62,1.2533333333333332,aggrotech
Call of the Zombie,0.9183157894736842,1.540421052631579,0.9442105263157896,metal
Wanting Peace,0.9242857142857144,0.2785714285714286,0.8285714285714286,meditation
Shroud,0.9257425742574258,1.6360396039603962,1.2657425742574255,guitar
Place In This World,0.9283333333333332,0.63,0.775,pop
Apollo I : The Writing Writer - Explicit Album Version,0.940153846153846,1.314,1.1773846153846157,progressive rock
Bewitched,0.944,1.12,0.792,indie rock
Sundance,0.948955223880597,1.047910447761194,1.004776119402985,soul
Melancholia,0.9507692307692308,1.4353846153846157,1.1215384615384616,rock
Halloween,0.9652272727272728,1.7629545454545457,1.1888636363636365,metal
Transmission,0.9662393162393164,0.693076923076923,0.7715384615384615,experimental
Aj Ondas,0.9733333333333334,1.27,1.3,world
The Hands of Small Children,0.975,2.09,1.595,metal
Let's Have a War,0.9766666666666668,2.0466666666666664,1.1066666666666665,punk
Frankenstein,0.9927692307692308,1.3546153846153846,1.133076923076923,halloween
...For my love,1.0,1.7833333333333334,1.2333333333333334,dark ambient
Map1.1-rel (River Meandering from Hills to Sea),1.00990099009901,1.868316831683168,1.104158415841584,noise
Om Mani Padme Hum,1.0141666666666669,0.5704166666666667,1.0770833333333334,meditation
Release the Bats,1.0150537634408603,0.7698924731182795,0.9556989247311828,post-punk
First Light in the Dawn,1.016,0.818,0.9220000000000002,ambient
I Need Your,1.0166666666666666,1.0166666666666666,1.93,electro house
Prayer of Joy,1.018571428571429,0.4342857142857143,0.8714285714285713,new age
Immrama,1.0245833333333332,0.5183333333333333,1.0225,ambient
Crippled Wizard,1.0330434782608695,0.8295652173913044,1.0043478260869565,doom metal
Halloween,1.03890756302521,0.920672268907563,0.8988235294117648,halloween
All Hallows Eve,1.0410958904109588,1.2965753424657536,0.9568493150684932,gothic metal
Fickle Cycle,1.0434782608695652,0.6991304347826087,0.7721739130434783,new weird america
Adelma,1.0442857142857145,0.6577380952380952,1.1232142857142855,ambient
Flower Child,1.05,1.745,1.92,soul
A Wall,1.05,1.7450000000000003,1.92,alternative
Seasons Of Black,1.05,1.106666666666667,1.05,gothic metal
Biomass (Remix by Tatlum),1.05,2.195,1.7,dark electro
Dauðalogn,1.058936170212766,0.3887234042553191,0.8846808510638299,post-rock
There's A Ghost In My House,1.0625,1.740625,1.221875,northern soul
Ghostbusters,1.0641666666666665,1.0266666666666666,0.9600000000000002,halloween
Nepal,1.0689830508474576,1.4406779661016949,1.227457627118644,progressive rock
Du siehst aus wie immer,1.0738613861386137,1.683168316831683,1.0805940594059409,alternative
Distant Dreams,1.0763636363636364,0.9236363636363636,0.9178181818181818,new age
Adi Shakti,1.0926495726495726,0.7119658119658121,0.9124786324786324,yoga
Bleak Prospects (Sick Society Mix by Second Disease),1.1,2.26,1.42,synthpop
Long Road To Castle Acre,1.1042696629213484,2.05370786516854,1.6008988764044942,singer-songwriter
dulukk likes tagging chelsea wolfe,1.105,2.74,1.915,pop
Pastures Green,1.1133333333333333,0.4683333333333334,1.1666666666666667,classic rock
Hands On Us,1.1153174603174605,1.0162698412698414,1.1473015873015873,electronic
Death Eternal,1.1266666666666665,2.043333333333333,1.1633333333333336,horror punk
Ghouls Night Out,1.1266666666666667,2.043333333333333,1.163333333333333,horror punk
Wilderness,1.1328000000000005,0.8956,1.0304,ambient
Vendetta,1.1333333333333333,1.856666666666667,1.3033333333333337,experimental
Who Are The Brain Police?,1.135135135135135,0.8064864864864865,0.8518918918918919,psychedelic rock
Rocket Usa,1.1372972972972972,1.262702702702703,1.0702702702702702,post-punk
It's Alright Ma (I'm Only Bleeding),1.143333333333333,1.2033333333333334,1.8133333333333332,folk
Miserere,1.144,0.818,1.022,dark ambient
Shining Road (Brauer Mix),1.1445544554455445,1.875049504950495,1.3162376237623763,shoegaze
God Cut My Legs,1.145,2.335,1.42,industrial
River,1.1483333333333332,0.2783333333333333,1.24,ambient
Nie jesteś sam,1.1517241379310343,0.753448275862069,0.8706896551724138,rock
Horny In A Hearse,1.1522727272727271,2.089772727272728,1.1897727272727272,psychobilly
Lucky Day (Overture),1.1546534653465348,1.2152475247524752,1.8312871287128716,circus
Backseat Of My Hearse,1.1563157894736842,2.0971052631578946,1.1939473684210526,horror punk
Paranova,1.16,2.43,1.5425,progressive rock
Shoot 'em Up,1.165,2.9750000000000005,2.58,rap
Calling My Children Home,1.165,2.475,1.63,country
House by the Cemetery,1.1655172413793102,2.113793103448276,1.2034482758620693,horror punk
Carnival of Souls,1.1673333333333336,0.7533333333333333,1.094666666666667,christian rock
Untouchable,1.17,2.835,1.8,neofolk
Within You,1.175,2.045,1.805,meditation
Further On (Up the Road),1.1904,0.7744,1.0528,rock
Cold Sea,1.192537313432836,0.9692537313432836,1.2407462686567163,shoegaze
Halloween II,1.1989247311827955,2.1655913978494623,1.296236559139785,horror punk
The Bloodbells Chime,1.2,1.405,1.92,neofolk
The Embassy,1.203529411764706,0.6052941176470589,1.136470588235294,hip-hop
Wrecked,1.205,2.24,2.09,industrial
The Shape Of Things To Come (f,1.2142857142857142,2.2464285714285714,1.3276190476190477,hip hop
When I'm Dead,1.22,2.6,1.6649999999999998,industrial
Raspberry Cane,1.22,2.6,1.665,indie rock
Don't Tell Me,1.221980198019802,1.5619801980198018,1.5417821782178218,progressive rock
Ungehorsam,1.2233333333333334,1.64,1.14,folk
The Moon Is Blue,1.225,2.825,1.79,pop
Walking Zero (Tuff & Jam Unda-Vybe Vocal),1.225,2.97,1.635,electronic
It's That Time Again,1.23375,1.5881249999999998,1.498125,indie
To Walk the Night,1.235,2.795,2.45,psychobilly
A Welcome Burden,1.2356666666666667,2.8603333333333336,2.056,metal
Alt - Land - Is,1.2366666666666666,1.6666666666666667,1.42,progressive rock
Suicide Is Painless (Theme From MASH),1.2366666666666668,1.6666666666666667,1.4199999999999997,rock
The Promised Womb,1.2366666666666668,1.1333333333333333,1.0,ambient
A Wicker Of Limbs,1.24,1.5,1.785,soundtrack
22nd Century,1.24,1.5,1.7849999999999997,jazz
Words on Signs,1.2455445544554458,1.0688118811881189,1.062079207920792,progressive rock
Judas As Black Moth II,1.2466666666666666,1.3766666666666667,1.32,singer-songwriter
Viimeisellä Rannalla,1.2466666666666668,1.3766666666666665,1.3199999999999998,rock
Sono qui per l'amore,1.2466666666666668,1.3766666666666665,1.32,rock
Outtathaway,1.247272727272727,1.5424242424242425,1.2872727272727271,rock
The Time Has Come,1.25,2.965,2.57,piano
Bloodied Up,1.2589473684210528,1.1973684210526316,1.625,punk
Helena,1.259009900990099,1.3902970297029702,1.333069306930693,indie
Glass Shatters,1.265,3.1,2.055,metal
I Just Wasn't Made For These Times [Stereo],1.265,2.57,1.665,rock
Bevor Du Gehst,1.265,3.1000000000000005,2.055,german
Easy,1.2692105263157891,1.7105263157894737,1.4573684210526314,alternative
Ostia,1.27,1.0225,1.1525,experimental
Mina's Photo,1.2716831683168317,2.306336633663366,1.3130693069306931,soundtrack
Porpoise Mouth,1.2753125,1.5903125,1.290625,psychedelic rock
With My Mind,1.2793103448275862,1.7241379310344829,1.4689655172413791,progressive rock
Boy in a Suitcase,1.28,3.2,1.325,industrial
In Search of Lost Innocence,1.288955223880597,1.0377611940298508,1.1697014925373137,dark ambient
The Road (This Night They Walk),1.29,2.365,1.695,doom metal
Spirit Of Survival,1.2925,1.6475,1.1925,progressive rock
Paintchart,1.293103448275862,0.5775862068965517,1.0913793103448275,idm
Fuck You,1.30019801980198,4.152673267326732,2.9652475247524754,comedy
Graveyard,1.3005882352941176,1.5458823529411765,1.3147058823529412,post-punk
Same Places (Slow Version),1.300967741935484,1.0489516129032257,1.2933064516129034,ambient
Saldek,1.3097872340425532,1.1285106382978722,1.222127659574468,ambient
Moku,1.31,1.0,0.795,meditation
Forgo,1.314,1.008,1.158,new age
Hare Krishna,1.315,2.93,1.805,jazz
Hooligans of doom,1.3166666666666669,1.856666666666667,1.4933333333333336,shoegaze
Someone's Picture,1.32,1.06,1.2833333333333334,doom metal
Rise And Fall (Fractured Remix),1.325,2.235,2.04,downtempo
Blood Roses,1.3263366336633664,1.467722772277228,1.6259405940594058,ebm
Fate,1.333069306930693,1.0704950495049506,1.296039603960396,soundtrack
Two Steps Away,1.3333333333333333,1.9,1.9,industrial
Mean,1.335,2.185,1.665,singer-songwriter
Hilfe,1.34,2.825,2.2,dark ambient
Ghostrider,1.3413793103448275,2.2241379310344827,1.8827586206896552,soundtrack
The Witch Queen of New Orleans,1.3490909090909091,1.2363636363636363,1.0909090909090908,classic rock
Bohemian Dropout,1.362537313432836,1.316865671641791,1.5477611940298506,art rock
Miroku,1.37,0.766,1.17,ambient
Pray,1.375,2.43,1.88,industrial
Untitled,1.375,3.175,1.475,noise
the doorkeeper,1.375,2.265,1.9375,goth
Sequenza IXa for clarinet(1980),1.375,2.66,2.36,contemporary classical
The World Beyond The Woods,1.378021978021978,0.8874725274725274,1.4716483516483518,new age
Waiting for the Sun,1.3784126984126983,0.5798412698412698,1.4444444444444444,country
Factory Girl,1.38,2.293428571428572,2.523428571428571,acoustic
Flowers of the Sea,1.3802985074626863,0.9311940298507464,1.3523880597014926,rock
On Eagle's Wings,1.3892307692307695,0.875,1.4942307692307693,native american
I'm A Rich Man's Toy,1.3930693069306932,2.315148514851485,2.547326732673267,rock
That Leaving Feeling,1.394404761904762,1.5077380952380952,1.4389285714285711,alternative
Midnight Train To Georgia,1.3948387096774195,0.8096774193548386,1.204516129032258,soul
The Upper Classes,1.4,2.3266666666666667,2.56,pop
Lover's Spit (Redux),1.4,2.326666666666667,2.56,indie
Queen Of The Silver Dollar,1.4073015873015873,0.7077777777777778,1.3288888888888888,classic rock
Rolling,1.4198039215686271,0.8615686274509804,1.743529411764706,pop
Whoremaphrodite,1.42,2.17,2.015,comedy
Sparta,1.43,3.125,2.09,breakcore
Home Of The Brave,1.4330434782608696,2.0521739130434784,2.0939130434782607,hip-hop
Love Comes Close,1.435,1.4425,1.1475,indie
Vandanaa Trayee,1.4357894736842105,0.7221052631578948,1.3557894736842109,indian
The Deverell Twins,1.44,1.1833333333333331,1.7233333333333334,indie
Scars,1.443859649122807,1.074035087719298,1.3519298245614035,progressive rock
Distant Islands,1.4443650793650795,0.4880952380952381,1.291111111111111,new age
Monster Mash,1.4448571428571428,1.5774285714285714,1.4174285714285717,horror punk
Meridians,1.445,1.95,2.035,post-metal
Memalon,1.445,1.4216666666666669,1.605,neofolk
Autobahn,1.4481818181818182,1.950909090909091,1.5763636363636364,rock
Be a Body (侘寂),1.44986301369863,1.0764383561643835,1.350958904109589,electronic
Steppenwolf,1.45,2.545,1.905,rock
Halcyon Days,1.4513432835820894,1.0377611940298508,1.2965671641791046,trip-hop
Past Has Not Passed,1.4549999999999998,2.02,2.125,folk
Ominous,1.455,1.90875,1.6150000000000002,goth
Two Unstolen Hearts,1.455,2.43,1.775,final fantasy
20081031 - 21-06,1.4566666666666668,2.58,2.583333333333333,soundtrack
Whales Tails,1.457076923076923,0.8695384615384616,1.340769230769231,dream pop
"It Is Time, Only Time",1.46,1.905,1.95,singer-songwriter
Upgrade (A Brymar College Course),1.46,2.51,1.56,hip-hop
Journey of Yellow Wind,1.4625641025641023,0.6235897435897436,1.2512820512820513,native american
Om Mata Kali,1.4632941176470589,1.0778823529411763,1.2938823529411765,meditation
Good Bye Horses,1.4639999999999995,1.4062857142857144,1.4057142857142857,new wave
fields shorelines and hunters,1.465,3.07,1.66,shoegaze
Dying Brokenhearted,1.4658823529411764,1.1175816993464052,1.6827450980392156,acoustic
Halloween Theme,1.4747916666666665,1.6310416666666665,1.5674305555555557,halloween
Yearning,1.475,1.775,1.9,country
Hana,1.4773809523809522,2.4042857142857144,1.6352380952380954,electronic
Amine,1.4793103448275862,1.057758620689655,1.321551724137931,ambient
Earth,1.482,0.914,1.438,native american
Black Market Blood,1.4832758620689654,1.5860344827586206,1.5098275862068964,alternative rock
Ghosts Along the Mississippi,1.484,2.142,1.9790909090909088,stoner metal
It Was a Dark and Stormy Night,1.49,2.715,1.72,soundtrack
Ghost Train,1.494,0.7639999999999999,1.358,alternative
The Healing Smoke,1.4960000000000002,1.652,1.584,jazz
Fuck Halloween,1.5,2.305,2.415,street punk
Skeleton,1.5,2.545,1.975,electronic
White Noises (demo),1.5,2.675,1.85,noise
My Father's Chair,1.5,2.1,2.56,new wave
effigy (demo),1.5,2.775,1.64,folk
Drukne I Taarer,1.5,1.544,1.686,industrial
Antichrist and barcodes,1.5004790419161678,1.656946107784431,1.5887425149700598,poetry
El Rey de Francia,1.5032539682539685,0.845,1.3319841269841268,spanish
05 - Dim Atmosphere,1.5042735042735045,2.2905982905982905,1.794871794871795,dark ambient
Sun-Ritual,1.5051724137931035,1.2465517241379311,1.6293103448275863,new age
Chant of the Paladin,1.5097163120567376,1.120354609929078,1.2121985815602838,ambient
Ladonna Wosh,1.5104316546762588,1.0792805755395685,1.5366187050359712,folk
Still,1.5119999999999998,3.804,2.478,rap
Hey Jupiter (Dakota Version),1.5133333333333332,2.896666666666667,2.39,alternative
Pourquoi Faut-Il Que Les Hommes S'Ennuient,1.5133333333333334,2.896666666666667,2.39,chanson
La Marche de L'Ankou,1.5136842105263155,1.0105263157894735,1.12,neofolk
The Longing,1.5166666666666666,3.0466666666666664,2.473333333333333,indie
Ambulansen,1.5233333333333334,3.1766666666666667,1.9666666666666663,outsider
Coward (Submerged),1.525,3.12,1.715,electro-industrial
Old Blue,1.525,1.525,2.895,country
California,1.5266666666666666,2.1633333333333336,2.47,experimental
This Land Is Your Land,1.5352380952380953,0.907936507936508,1.2958730158730158,folk
Self vs Self,1.54,2.935,2.745,metal
These Are The Days Of Our Liv,1.54,2.8466666666666667,2.71,rock
I See Them All Lined Up,1.5401190476190476,1.8679761904761905,1.606904761904762,industrial
Jewel In The Lotus,1.5410958904109588,0.6883561643835616,1.3006849315068494,meditation
We Hunger,1.5422727272727272,3.737045454545455,2.372727272727273,post-punk
The Voice of Sin,1.542857142857143,1.2085714285714286,1.3114285714285714,medieval
10.22,1.5433333333333332,3.23,2.65,alternative rock
Spent The Day In Bed,1.5433333333333334,3.2300000000000004,2.65,indie
O Mistress Mine,1.5453932584269665,1.1597752808988764,1.4197752808988762,alternative
Good Ship Venus,1.55,2.62,2.32,folk
Teyata,1.552,1.2853333333333334,1.68,yoga
Dream Forever,1.555,2.14,2.065,underground hip hop
Haberin Yok Ölüyorum,1.555,1.7825,1.8825,alternative rock
Witches' Rave,1.555,2.7,1.92,rock
Ghoulina,1.556,2.426,1.5940000000000003,psychobilly
If You Go Away,1.5614473684210526,1.868157894736842,2.0363157894736843,trip-hop
When The President Talks To Go,1.5664864864864865,1.253108108108108,1.7598648648648647,indie
Fairytales,1.5675,0.7375,1.6825000000000003,dance
На моей луне,1.5694444444444444,2.413425925925926,2.075,rock
Tonight Is What It Means To Be Young,1.5728125000000002,1.05,1.16375,soundtrack
Ason Jones,1.575,2.6175,2.88,rap
Linger,1.575,2.55,2.31,rock
Invisible Radiation,1.575,1.66,1.575,dark electro
Benedictus,1.5785714285714287,2.341547619047619,1.6979761904761903,halloween
She's a Vamp,1.58,1.6816666666666666,1.515,psychobilly
Mommy Wow,1.5833333333333333,3.3833333333333333,2.5933333333333333,black metal
"Thou can not Love them all, when the Trumpet sounds.",1.586,2.152,1.948,neofolk
Westward Ho! theme pt 2 - departure,1.588,2.222,2.328,sad
To Love Somebody,1.59,2.62,2.39,alternative rock
Pulasky Skyway,1.593015873015873,1.2484126984126982,1.4093650793650794,stoner rock
Suicide Note,1.595,2.5,1.605,downtempo
Fluffy Tufts,1.596923076923077,1.0684615384615386,1.3592307692307697,alternative
Kidnap the Sandy Claws,1.6,1.072,1.1840000000000002,nu metal
Savannah Sunrise,1.6,0.63,1.4240000000000002,new age
"Honey, I'm Home",1.6033333333333333,3.3666666666666667,2.486666666666667,ambient
Crushing the Prolapsed Oviducts of Virtue,1.606666666666667,2.9866666666666672,2.786666666666666,black metal
Main Title,1.6075,3.0925,1.7525,soundtrack
It's So Easy,1.615,2.62,1.66,electronic
Mad World (American Idol Studio Version),1.6158415841584155,2.5163366336633666,2.2150495049504952,pop
Haunted Memories,1.6166666666666667,2.783333333333333,2.533333333333333,dark electro
Kill All Lifeforms,1.62,2.32,2.16,electronic
Writer In the Dark,1.62,2.43,1.78,pop
Desperate Now,1.623703703703704,2.8279012345679013,2.749629629629629,industrial
A Little Past Little Rock,1.625,1.7988636363636366,1.9818181818181813,country
I'm Gonna Run,1.625,1.45,2.275,indie
A New Kind of Water,1.625,2.0,1.95,experimental
u,1.6266666666666665,3.466666666666667,2.22,hip-hop
Crash Street Kids,1.63,2.405,2.0,classic rock
In the Wake of Adversity,1.632676056338028,1.2392957746478874,1.5397183098591551,ambient
"i just sighed. i just sighed, just so you know",1.6333333333333335,3.7666666666666666,2.3866666666666667,indie
Humanity Survivor Syndrome,1.634285714285714,1.1685714285714286,1.46,electronic
Hypnos,1.6344117647058825,1.528823529411765,1.2895588235294118,deep ambient
Луна-парк,1.636904761904762,3.7797619047619047,1.755952380952381,russian alternative
Alas Dies Laughing,1.6371428571428572,1.4128571428571428,1.6928571428571428,shoegaze
Murder In The Graveyard,1.6372826086956522,2.786467391304348,1.6847282608695653,halloween
Ah Uh Mi Hed,1.6416666666666666,1.0616666666666668,1.95,funk
Sacrifice,1.6425,1.26,1.4475,ambient
Nightmusic (feat. Majical Cloudz),1.643835616438356,1.1013698630136988,1.2164383561643834,experimental
Severed Heart,1.6441791044776122,1.075820895522388,1.4691044776119404,trip-hop
Coming and Going on Easy Terms,1.645,2.0,2.09,indie rock
I'm Your Boogie Man (Sex On The Rocks Mix),1.6457142857142857,2.702571428571429,2.2037142857142857,metal
Zombie Blood Nightmare,1.654074074074074,2.976296296296296,1.864074074074074,thrash metal
Hostage,1.6551136363636365,1.4232954545454546,1.8153409090909087,pop
Chemistry,1.6575862068965517,4.062068965517241,2.692758620689655,punk
Rusty Metal,1.66,1.39,1.795,ambient
Nun Chuka Kata,1.66,2.32,1.54,experimental
In This Divide,1.6637391304347824,0.8343478260869565,1.3858260869565215,world
Theme,1.6670149253731343,1.2788059701492538,1.4691044776119404,indie
Political Science,1.6675000000000002,2.365,2.2525000000000004,pop
Forever Heavy,1.6691803278688524,0.99,1.407540983606557,electronic
Goodbye Suicide,1.67,2.7833333333333337,2.4633333333333334,indie rock
Nierika,1.6712264150943397,1.181603773584906,1.6743396226415093,ambient
Only the Lonely,1.6733333333333331,2.82,2.313333333333333,jazz
Bold As Love,1.673764705882353,1.6170588235294117,2.257176470588236,classic rock
The Addams Family,1.6739999999999997,1.264,1.408,halloween
P.S.,1.6754237288135592,3.2916949152542374,2.932372881355932,britpop
Never Gonna Give Up,1.6758620689655173,1.096551724137931,1.497413793103448,pop
Lucifer Effect,1.6783168316831685,4.112871287128713,2.7264356435643564,rap
Hidden Refuge,1.6797619047619048,1.785,1.7202380952380951,dark ambient
My Shadows Tags On Behind,1.685,2.305,1.9775,indie
In the Kingdom of the Blind the One-Eyed Are Kings,1.6864864864864864,1.127027027027027,1.55,ambient
Lovebites And Razorlines,1.6866666666666663,4.133333333333334,2.74,post-hardcore
La Bas: Song of the Drowned,1.6885714285714286,1.252857142857143,1.39,experimental
Wolfsblood,1.69,3.0650000000000004,1.745,punk
Black Easter,1.69,3.065,1.745,neofolk
Jonestown Tea,1.69,3.065,1.7450000000000003,metal
Shaku Sunset,1.691320754716981,0.9867924528301886,1.4871698113207543,meditation
Goodbye (feat. Soap&Skin),1.6933333333333331,1.3633333333333333,1.5366666666666666,electronic
Nighttime Is My Time,1.6933333333333334,1.3633333333333333,1.5366666666666668,hardcore
Creepy Doll,1.694503311258278,1.6409271523178808,1.6147019867549668,halloween
Sigh's Smell of Farewell,1.6949253731343283,0.7129850746268657,1.7761194029850746,shoegaze
Lullaby,1.7,2.9466666666666668,2.513333333333333,alternative
Down On Mission Street,1.7,2.7850000000000006,1.9550000000000003,pop
Cocon,1.7,2.785,1.955,industrial
Go Beat Crazy,1.7033333333333334,1.84,1.6833333333333331,eurobeat
One Day He Went Out for Milk and Never Came Home,1.7033333333333334,3.883333333333333,2.6666666666666665,indie rock
The Spill,1.7033333333333336,1.65,1.7633333333333334,rock
Lotus Intro,1.704,1.24,1.3885714285714286,pop
Wired for Light,1.705,0.8575000000000002,1.61,dream pop
Small Talk,1.7066666666666668,3.4366666666666665,2.2,comedy
Train Song,1.7121951219512197,1.5860975609756098,1.7135365853658535,folk
01- I'm Gonna Booglarize You Baby,1.715,1.805,2.72,blues
You're So Rude,1.7150000000000003,1.805,2.72,rock
It Will All End In Tears,1.7157142857142855,2.657142857142857,2.7728571428571427,indie
Benfica,1.72,1.0833333333333333,1.85,electronic
The Spider's Stratagem,1.72,1.4287499999999995,1.74875,ambient
Returning Truth,1.72,2.815,2.02,noise
Haunted House,1.7203448275862068,1.5186206896551726,1.632413793103448,halloween
Ineffable Mysteries,1.7236842105263157,1.4723684210526315,1.555263157894737,electronica
Fences,1.725,1.1675,1.625,indie folk
Once In A Lifetime,1.7266666666666668,3.12,3.1100000000000003,hip hop
The Scratches on the Window in the Doors of Each Cell,1.7333333333333334,3.523333333333333,2.48,avant-garde
Pursuit of Happiness (Nightmare) (feat. MGMT & Ratatat),1.7333333333333334,2.91,2.8266666666666667,hip-hop
Triplicate/Something Happened That Day,1.737029702970297,1.094059405940594,1.868316831683168,hip-hop
Norbu,1.7375,1.175,1.6875,soundtrack
